company_name,ticker,first_trade_date
Aptorum Group Ltd Cl A,APM,1545143400
Bunge Ltd,BG,996759000
Eaton Vance Senior Income Trust,EVF,909585000
Processa Pharmaceuticals Inc,PCSA,1394202600
C&F Financial Corp,CFFI,894547800
Pimco Active Bond TR ETF,BOND,1330612200
Franklin Resources,BEN,433171800
Pennantpark Investme,PNNT,1176989400
Sun Life Financial Inc,SLF,953821800
Multiplan Corp,MPLN,1585920600
Precision Biosciences Inc,DTIL,1553779800
Calamos Long/Short Equity & Dynamic,CPZ,1574778600
Gaotu Techedu Inc ADR,GOTU,1559827800
Iveric Bio Inc,ISEE,1380115800
Velocity Financial Inc,VEL,1579271400
Esm Acquisition Corp Cl A,ESM,1619789400
KB Home,KBH,523287000
Hyperfine Inc,HYPR,1611844200
Silvercrest Ast Cm A,SAMG,1372339800
Syndax Pharma,SNDX,1456929000
Janone Inc,JAN,689524200
Srh Total Return Fund Inc,STEW,322151400
Central Pacific Financial Company,CPF,557155800
Gcm Grosvenor Inc,GCMG,1549463400
Service Properties Trust,SVC,808666200
Moxian [Bvi] Inc,MOXC,1397136600
Universal Display,OLED,829229400
Celanese Corp,CE,1106317800
Fiesta Restaurant Gp,FRGI,1335447000
Tg Therapeuticscmn,TGTX,1272893400
Sonic Foundry Inc,SOFO,896707800
Avalonbay Communities,AVB,763396200
Zw Data Action Tech Inc,CNET,1250256600
Dana Inc,DAN,1199284200
Koninklijke Philips Electronics ADR,PHG,322151400
Opy Acquisition Corp I Cl A,OHAA,1640269800
Artificial Intelligence and Robotics ETF,ROBT,1520260200
Shift4 Payments Inc,FOUR,1591363800
Neurosense Therapeutics Ltd,NRSN,1639060200
Blockchain Moon Acquisition Corp,BMAQ,1636032600
Scworx Corp,WORX,1475760600
Agnc Investment Corp,AGNC,1210858200
Blackrock Muni Income Trust II,BLE,1028035800
Veritiv Corp,VRTV,1403098200
Effector Therapeutics Inc,EFTR,1614609000
Old Point Finl Cp,OPOF,916065000
Coursera Inc,COUR,1617197400
Motus Gi Holdings Inc,MOTS,1518618600
Artisan Partners Asset Mgmt,APAM,1362666600
Paysign Inc,PAYS,1192023000
Freightos Limited,CRGO,1637159400
Orthopediatrics Corp,KIDS,1507901400
Bolt Biotherapeutics Inc,BOLT,1612535400
Surgepays,SURG,1516199400
Essex Property Trust,ESS,770995800
Dmy Technology Group Inc VI Cl A,DMYS,1637591400
Gd Culture Group Ltd,GDC,1451399400
Bs 2025 High Yield Corp Bond ETF,BSJP,1506519000
Bioatla Inc,BCAB,1608129000
Nucor Corp,NUE,322151400
Arco Platform Ltd Cl A,ARCE,1537968600
Durect Corp,DRRX,970147800
Hartford Financial Services Group,HIG,819037800
Hecla Mining Company,HL,322151400
Cosan Sa Spon ADR WI,CSAN,1615213800
Eaton Vance Floating Rate Income Trust,EFT,1090848600
Bs 2024 Municipal Bond ETF,BSMO,1569504600
Corning Inc,GLW,378657000
Madison Square Garden Entertainment Corp,MSGE,1586439000
Synaptogenix Inc,SNPX,1607437800
Voxx Intl Corp,VOXX,700756200
Mcloud Technologies Corp,MCLD,1528119000
Servicenow Inc,NOW,1340976600
Universal Health Realty Income Trust,UHT,535991400
Aemetis Inc,AMTX,1151415000
Ero Copper Corp,ERO,1508506200
Jack Henry & Assoc,JKHY,501345000
Bannix Acquisition Corp,BNIX,1635427800
Morphosys Ag ADR,MOR,1524144600
Quanta Services,PWR,887293800
Save Foods Inc,SVFD,1289572200
Meihua International Medical,MHUA,1645021800
Amphenol Corp,APH,689610600
Banco Bradesco S.A. ADR,BBD,1028295000
Wabash National Corp,WNC,689610600
Casella Waste Sys,CWST,878135400
Rubius Therapeutics Inc,RUBY,1532007000
Clearside Biomedi,CLSD,1464874200
Stellus Capital Investment Cor,SCM,1352385000
Cowen Group Inc,COWN,1152797400
Advanced Energy,AEIS,816618600
1-30 Laddered Treasury Invesco ETF,PLW,1192109400
Gxo Logistics Inc,GXO,1626960600
Polypid Ltd,PYPD,1593178200
Select Dividend Ishares ETF,DVY,1068215400
Reservoir Media Inc,RSVR,1609857000
Highway Hlds Ltd,HIHO,850314600
GX Genomics & Biotechnology ETF,GNOM,1554903000
Medtronic Inc,MDT,105197400
Stryker Corp,SYK,322151400
International Game Technology,IGT,638461800
Axalta Coating Systems Ltd,AXTA,1415802600
Goldman Sachs Bdc Inc,GSBD,1426685400
Ata Creativity Global ADR,AACG,1201617000
Acelrx Pharmaceutica,ACRX,1297434600
Consilium Acquisition Corp I Cl A,CSLM,1646663400
Pacira Pharm Inc,PCRX,1296743400
Tc Biopharm [Holdings] Plc ADR,TCBP,1644589800
Kraft Heinz Company,KHC,1436189400
Western New England Bancorp Inc,WNEB,1020346200
Blackrock Long-Term Muni Advantage Trust,BTA,1141050600
Ipg Photonics Corp,IPGP,1166020200
Apa Corp,APA,295623000
Nutriband Inc,NTRB,1633095000
India Fund,IFN,761322600
Mannatech Inc,MTEX,919175400
Bank of Butterfield Ltd,NTB,1474032600
Pennymac Mortgage Investment Trust,PMT,1248960600
Alimera Sciences Inc,ALIM,1572877800
Latham Group Inc,SWIM,1619184600
Oncorus Inc,ONCR,1601645400
GX Metaverse ETF,VR,1651152600
Cts Corp,CTS,322151400
Carney Technology Acquisition Corp II Cl,CTAQ,1612189800
Advent Claymore Convertible Securities,AVK,1051709400
Solarwinds Corp,SWI,1539955800
Vaccitech Plc ADR,VACC,1619789400
Alteryx Inc,AYX,1490362200
Connexa Sports Technologies Inc,CNXA,1610116200
Gabelli Convertible and Income,GCV,796660200
Tango Therapeutics Inc,TNGX,1599139800
Intercontinental Exchange,ICE,1132151400
Infint Acquisition Corp Cl A,IFIN,1641997800
Akamai Technologies,AKAM,941203800
Ads-Tec Energy Plc,ADSE,1615386600
Karyopharm Therapeut,KPTI,1383748200
Western Asset Muni High,MHF,596125800
Cazoo Group Ltd,CZOO,1608301800
Smiledirectclub Inc,SDC,1568295000
Delaware Enhanced Global Dividend,DEX,1185456600
Nuveen Preferred and Income Fund,JPT,1485527400
Tpg Specialty Lending Inc,TSLX,1395408600
Mcgrath Rentcorp,MGRC,469204200
Corcept Therapeutics,CORT,1081949400
Hireright Holdings Corp,HRT,1635514200
Firsthand Technology,SVVC,1303997400
Addus Homecare Corp,ADUS,1256736600
Kroger Company,KR,-252322200
Companhia Siderurgica Nacional ADR,SID,848327400
Harbor Long-Term Growers ETF,WINN,1643898600
Blue Foundry Bancorp,BLFY,1626442200
Kura Sushi USA Inc Cl A,KRUS,1564666200
First Majestic Silver,AG,1164724200
Gossamer Bio Inc,GOSS,1549636200
Semtech Corp,SMTC,322151400
Cardiovascular Syst,CSII,1151501400
Digital Media Solutions Inc,DMS,1523885400
Resolute Forest Products Inc,RFP,1291991400
Irhythm Technologies Inc,IRTC,1476970200
Encore Capital Group,ECPG,931527000
Banco Macro S.A. ADR,BMA,1143469800
Ralph Lauren Corp,RL,866122200
Braemar Hotels & Resorts Inc,BHR,1383748200
Penn Entertainment Inc,PENN,769959000
First Interstate Ban,FIBK,1269437400
Vertex Inc Cl A,VERX,1596029400
Biglari Holdings Inc,BH,322151400
Liqtech International Inc,LIQT,1314797400
Sentinelone Inc Cl A,S,1625059800
View Inc,VIEW,1603114200
Bally's Corp,BALY,1553866200
Warrior Met Coal Inc,HCC,1492090200
United Bncp Inc,UBCP,731082600
Zenvia Inc Cl A,ZENV,1626960600
Vector Acquisition Corp II Cl A,VAQC,1615386600
Skywest Inc,SKYW,520176600
NiSource Inc,NI,99153000
Qomolangma Acquisition Corp,QOMO,1669386600
Blackrock Income Trust Inc,BKT,585581400
Immunome Inc,IMNM,1601645400
Qwest Corp,CTBB,1471959000
Ironwood Pharmaceuti,IRWD,1265207400
Semileds Corp,LEDS,1291905000
Vir Biotechnology Inc,VIR,1570800600
Weber Inc Cl A,WEBR,1628170200
First Merchants Corp,FRME,614352600
Ishares Ibonds Dec 2024 Term Treasury,IBTE,1583245800
Kayne Anderson MLP Investment Company,KYN,1096378200
Natural Grocers By Vitamin Cottage Inc,NGVC,1343223000
Pivotal Investment Corp III Cl A,PICC,1617283800
Northview Acquisition Corp,NVAC,1643034600
Sandridge Energy Inc,SD,1475587800
Total Intl Stock Ishares Core MSCI ETF,IXUS,1351085400
Rigetti Computing Inc,RGTI,1619098200
Worksport Ltd,WKSP,993130200
Firstenergy Corp,FE,879172200
Stock Yards Bancorp,SYBT,732983400
Dividend Strength ETF FT,FTDS,1419345000
Evaxion Biotech A/S ADR,EVAX,1612535400
Xencor Inc,XNCR,1386081000
One Gas Inc,OGS,1389882600
Graniteshares Coinbase 1.5X Daily ETF,CONL,1660138200
Lumos Pharma Inc,LUMO,1321021800
Lightspeed Commerce Inc,LSPD,1599831000
Nucana Plc ADR,NCNA,1506605400
MFS Multimarket Income Trust,MMT,541953000
Evolus Inc,EOLS,1518100200
Api Group Corp,APG,1588167000
Patria Latin American Opportunity,PLAO,1651671000
Ocuphire Pharma Inc,OCUP,1131633000
Sypris Solutions,SYPR,769267800
Eaton Vance Corp,ETW,1132583400
Pagseguro Digital Ltd Cl A,PAGS,1516804200
Hackett Grp Inc,HCKT,896362200
Eagle Point Credit Company,ECCC,1623677400
Genpact Ltd,G,1186061400
Icf International,ICFI,1159450200
Tattooed Chef Inc,TTCF,1536759000
Beam Therapeutics Inc,BEAM,1580999400
Princeton Bancorp Inc,BPRN,1496237400
Cognex Cp,CGNX,616944600
Enviva Partners LP,EVA,1430314200
Dtrt Health Acquisition Corp Cl A,DTRT,1635255000
Dev Mkts Ex-US Small Cap Alphadex Fund,FDTS,1329402600
Nasdaq Food & Beverage ETF,FTXG,1476106200
Arya Sciences Acquisition Corp IV Cl A,ARYD,1614349800
Si-Bone Inc,SIBN,1539783000
Emrg Mkts ESG Optimized Ishares MSCI ETF,ESGE,1469021400
FT New Opportunities M,FPL,1395927000
Installed Building Products,IBP,1392301800
First Foundation,FFWM,1415025000
Pacific Biosciences,PACB,1288186200
Concrete Pumping Holdings Inc,BBCP,1503322200
Valvoline Inc,VVV,1474637400
FT Ipox Europe Equity Opportunities ETF,FPXE,1539869400
Bgsf Inc,BGSF,1398778200
Aberdeen Total Dynamic Dividend Fund,AOD,1177335000
Finward Bancorp,FNWD,895671000
Littelfuse Inc,LFUS,717168600
Relay Therapeutics Inc,RLAY,1594906200
Vince Holding Corp,VNCE,1385130600
Vyant Bio Inc,VYNT,1365168600
Doubleline Strategic Opportunity Fund,OPP,1475069400
Red Robin Gourmet Burgers Inc,RRGB,1027085400
Hillstream Biopharma Inc,HILS,1641997800
Vital Energy Inc,VTLE,1323959400
Lendingtree Inc,TREE,1218547800
Avenue Therapeutics Inc,ATXI,1498570200
Textainer Group Holdings,TGH,1192023000
Horizon Global Corp Comm,HZN,1435066200
Cogent Biosciences Inc,COGT,1522330200
Heritage Global Inc,HGBL,732897000
G Squared Ascend I Inc Cl A,GSQD,1616765400
Hibbett Inc,HIBB,845040600
Vontier Corp,VNT,1600954200
Moolec Science Sa,MLEC,1614695400
Blue World Acquisition Corp Cl A,BWAQ,1647523800
O2Micro Intl Ltd ADR,OIIM,967728600
Franklin Bsp Realty Trust Inc,FBRT,1634650200
Meridianlink Inc,MLNK,1627479000
Ftac Hera Acquisition Corp Cl A,HERA,1619443800
Health Sciences Acquisitions Corp 2,HSAQ,1596547800
Ulta Beauty Inc,ULTA,1193319000
Genedx Holdings Corp,WGS,1604500200
Bs 2027 Municipal Bond ETF,BSMR,1569504600
Sound Financial,SFBC,1199889000
Xinyuan Real Estate Ltd ADR,XIN,1197469800
Medifast Inc,MED,757261800
Virax Biolabs Group Limited,VRAX,1658410200
Blackrock Muniyield Fund,MYD,692893800
Nice Ltd ADR,NICE,822580200
Regency Centers Corp,REG,751901400
Anebulo Pharmaceuticals Inc,ANEB,1620394200
Viasat Inc,VSAT,849623400
Bank of America Corp,BAC,99153000
Enfusion Inc Cl A,ENFN,1634823000
Ocean Biomedical Inc,OCEA,1636381800
Omnicell Inc,OMCL,997363800
Mativ Holdings Inc,MATV,815927400
FTSE Intl Low Beta EW Invesco ETF,IDLB,1446733800
Longeveron Inc,LGVN,1613140200
FT Intl Equity Opportunities ETF,FPXI,1415716200
Opal Fuels Inc.,OPAL,1621863000
Cnb Financial Corp,CCNE,765466200
Financial Institut,FISI,930317400
Uniqure N.V.,QURE,1391610600
Diodes Inc,DIOD,99153000
Allied Healthcare,AHPI,695399400
Williams Rowland Acquisition Corp,WRAC,1631799000
Figs Inc Cl A,FIGS,1622122200
Aspen Aerogels Inc,ASPN,1402666200
United Insurance Holdings,UIHC,1194445800
Senti Biosciences Inc,SNTI,1622035800
Marine Products Corp,MPX,983457000
Coterra Energy Inc,CTRA,634487400
Cbl & Associates Properties Inc,CBL,1635859800
Casi Pharmaceuticals Inc,CASI,834586200
Color Star Tech Ltd,ADD,1226413800
Bread Financial Hldgs Inc,BFH,992611800
Agrify Corp,AGFY,1611844200
Precigen Inc,PGEN,1375968600
Eloxx Pharmaceuticals Inc,ELOX,925133400
Strategy Shares Nasdaq 5Handl Index ETF,FIVR,1640788200
Rewalk Robotics Ltd,RWLK,1410528600
Bellerophon Ther Com,BLPH,1423837800
Reneo Pharmaceuticals Inc,RPHM,1617888600
Enerflex Ltd,EFXT,1307971800
Atn International,ATNI,690129000
Bs 2026 Corp Bond Invesco ETF,BSCQ,1474551000
China Liberal Education Holdings Ltd,CLEU,1588944600
Immucell Cp,ICCC,547219800
Ishares MSCI Water Management,IWTR,1664285400
KBW Property & Casualty Insurance,KBWP,1293028200
My Size Inc,MYSZ,1470749400
Petvivo Holdings Inc,PETV,1410183000
Ryvyl Inc,RVYL,1270474200
Flexshares Credit Scored US Corp Bond,SKOR,1415889000
The Bancorp Inc,TBBK,1075818600
Advisorshares Dorsey Wright ETF,AADR,1279719000
Columbus Mckinnon,CMCO,825085800
Horizon Technology F,HRZN,1288359000
Natl Bankshares Inc,NKSH,944058600
Hawaiian Electric Industries,HE,99153000
General Mills,GIS,322151400
Quotient Technology Inc,QUOT,1394202600
Boot Barn Holdings Inc,BOOT,1414675800
GX Acquisition Corp II Cl A,GXII,1620653400
Cigna Corp,CI,386433000
Morgan Stanley China A Share Fund Inc,CAF,1159450200
San Juan Basin Royalty Trust,SJT,341242200
Blue Ocean Acquisition Corp Cl A,BOCN,1645540200
Intuitive Surg Inc,ISRG,960903000
Ferguson Plc,FERG,1262701800
Nuveen Multi-Market Income Fund Inc,JMM,599322600
Northeast Bncp,NBN,556378200
Cameco Corp,CCJ,826813800
Locafy Ltd,LCFY,1648215000
Dow Inc,DOW,1553088600
First Bancshs [Ms],FBMS,1041517800
Kontoor Brands Inc,KTB,1559050200
Alvotech,ALVO,1655386200
Southwestern Energy Company,SWN,322151400
Erie Indemnity Company,ERIE,812640600
Acuityads Holdings,ATY,1486132200
Anzu Special Acquisition Corp I Cl A,ANZU,1619703000
Matador Resources Company,MTDR,1328193000
Graybug Vision Inc,GRAY,1601040600
Neuropace Inc,NPCE,1619098200
Weyco Gp Inc,WEYS,322151400
Games & Esports Experience Acquisition,GEEX,1643121000
Flextronics Intl Ltd,FLEX,764001000
Codorus Valley Bncp,CVLY,765552600
Nuveen Intermediate Duration Q,NIQ,1360333800
Ecarx Holdings Inc Cl A,ECX,1617197400
Tractor Supply Company,TSCO,761495400
Priority Techno Holdings Inc,PRTH,1481034600
Piedmont Lithium Inc ADR,PLL,1514903400
Infinity Pharmaceuti,INFI,964791000
Kosmos Energy Ltd,KOS,1305120600
Ase Industrial Holding Ltd ADR,ASX,970493400
Zoom Video Communications Cl A,ZM,1555594200
Pepgen Inc,PEPG,1651843800
United Dominion Realty Trust,UDR,322151400
Pathfinder Bcp MD,PBHC,816532200
Enzo Biochem,ENZ,329664600
Lexinfintech Holdings Ltd ADR,LX,1513866600
S&P Smallcap Information Technology,PSCT,1270647000
Volcon Inc,VLCN,1633527000
Cytokinetics,CYTK,1083331800
Option Care Health Inc,OPCH,840115800
Flora Growth Corp,FLGC,1620739800
Aarons Holdings Company,AAN,1606314600
Ameriprise Financial Services,AMP,1126791000
USAA MSCI USA Small Cap Value Mom Blend,USVM,1509111000
Customers Bancorp,CUBI,1331731800
Spar Group Inc,SGRP,825690600
Emcor Group,EME,789748200
Selina Hospitality Plc,SLNA,1666877400
F45 Training Holdings Inc,FXLV,1626355800
Progressive Corp,PGR,322151400
Intuitive Machines Inc,LUNR,1637159400
Qwest Corp 6.75% Notes Due 2057,CTDD,1493386200
American Financial Group Inc 4.500%,AFGE,1600435800
Acuity Brands Inc,AYI,1007389800
Learn Cw Investment Corp Cl A,LCW,1638196200
Patterson Companies,PDCO,720282600
Bank First National Corp [Wisconsin],BFC,1066224600
Toast Inc Cl A,TOST,1632317400
PGIM Short Duration High Yield,SDHY,1606314600
360 Finance Inc ADR,QFIN,1544797800
Bj's Wholesale Club Holdings Inc,BJ,1530192600
Leo Holdings Corp II Cl A,LHC,1614609000
XP Inc Cl A,XP,1576074600
Annexon Inc,ANNX,1595597400
Coeptis Therapeutics Hldgs Inc,COEP,1608215400
The Honest Company,HNST,1620135000
Optimum Yield Diversified Commodity,PDBC,1415370600
Ross Stores Inc,ROST,492355800
Evergy Inc,EVRG,99153000
Quaker Chemical Corp,KWR,322151400
Sun Communities,SUI,755447400
IHS Holding Ltd,IHS,1634218200
Virtus Emerging Markets Total Income,EDI,1351258200
Heliogen Inc,HLGN,1620394200
Haleon Plc,HLN,1658755800
Establishment Labs Holdings Inc,ESTA,1532007000
Virgin Orbit Hldgs Inc,VORB,1621603800
7Gc & Company Holdings Inc Cl A,VII,1613140200
Texas Instruments,TXN,76253400
Tegna Inc,TGNA,322151400
Celyad Sa ADR,CYAD,1434720600
Community TR Bancp,CTBI,567786600
Tenaya Therapeutics Inc,TNYA,1627651800
Sotherly Hotels,SOHO,1103293800
Janus Smallcap Growth ETF,JSML,1456410600
Netsol Tech Inc,NTWK,906730200
Troops Inc,TROO,1207747800
Trade Desk Inc,TTD,1474464600
Emrg Mkts Small Cap Alphadex Fund FT,FEMS,1329489000
Arcimoto Inc,FUV,1506000600
M.D.C. Holdings,MDC,321633000
Alps Active REIT ETF,REIT,1614349800
Rgc Resources Inc,RGCO,760113000
Structure Therapeutics Inc,GPCR,1675434600
Sun Country Airlines Holdings Inc,SNCY,1615987800
AMC Entertainment Holdings,AMC,1387377000
Broadwind Energy Inc,BWEN,1131633000
Sonic Automotive,SAH,879345000
Innovative Sol⋑,ISSC,965395800
Cracker Barrel,CBRL,373818600
Gilat Satellite Ntwk,GILT,733156200
Hanmi Financial Cp,HAFC,765639000
Aravive Inc,ARAV,1395408600
Philip Morris International Inc,PM,1205760600
Low Duration Opportunities ETF FT,LMBS,1415197800
Tg Venture Acquisition Corp Cl A,TGVC,1637591400
Guaranty Bancshares Inc,GNTY,1494336600
Servisfirst Bancs,SFBS,1400074200
Clover Health Investments Corp,CLOV,1591968600
James Hardie Industries Se ADR,JHX,946909800
Polarityte Inc,PTE,934896600
Tc Bancshares Inc,TCBC,1626874200
Scudder Strategic Municiple Income Trust,KSM,606666600
Nuveen Quality Preferred 2,JPS,1032874200
Franklin Electric Company,FELE,322151400
Zymeworks Inc,ZYME,1493386200
Credit Suisse Group ADR,CS,800631000
Assure Holdings Corp,IONM,1520001000
Promis Neurosciences Inc,PMN,1168439400
Masco Corp,MAS,322151400
CI&T Inc Cl A,CINT,1636554600
Jaws Hurricane Acquisition Corp Cl A,HCNE,1628170200
Salem Media Grp Inc,SALM,930835800
Reinsurance Group of America,RZB,1465824600
Aslan Pharmaceuticals Ltd ADR,ASLN,1525440600
Lockheed Martin Corp,LMT,221149800
Fingermotion Inc,FNGR,1501594200
Crane Holdings Co.,CR,322151400
Four Seasons Education Cayman Inc ADR,FEDU,1510065000
Bridger Aerospace Group Holdings Inc,BAER,1615987800
Multiasset Diversified Income Index Fund,MDIV,1344951000
Eaton Vance Tax-Managed Global,EXG,1177335000
Flexshares Real Assets Allocation Index,ASET,1449585000
Blackrock Debt Strategies Fund,DSU,891268200
Ebet Inc,EBET,1618493400
Fathom Digital Manufacturing Corp,FATH,1617024600
Snap Inc,SNAP,1488465000
Tritium Dcfc Ltd,DCFC,1617283800
Titan International,TWI,737904600
Autohome Inc ADR,ATHM,1386772200
Johnson & Johnson,JNJ,-252322200
Virpax Pharmaceuticals Inc,VRPX,1613572200
Airgain Inc,AIRG,1471008600
Live Nation Entertainment,LYV,1135175400
Xilio Therapeutics Inc,XLO,1634909400
Nasdaq Composite ETF,ONEQ,1065015000
Liberty All-Star Equity Fund,USA,530544600
Bristol-Myers Squibb Company,BMY,76253400
Wheeler Real Estate,WHLR,1353335400
Pangaea Logistics So,PANL,1387463400
36Kr Holdings Inc ADR,KRKR,1573223400
Gigamedia Ltd,GIGM,950884200
Germany Alphadex Fund FT,FGM,1329489000
Sitio Royalties Corp,STR,1509370200
Profrac Holding Corp. Cl A,ACDC,1652448600
Turtle Beach Corp,HEAR,1289831400
Inter Parfums Inc,IPAR,570983400
K V H Inds Inc,KVHI,828455400
Noodles & Company,NDLS,1372426200
Simplify U.S. Equity Plus Gbtc ETF,SPBC,1621949400
Bilander Acquisition Corp Cl A,TWCB,1631539800
Generation Bio Co.,GBIO,1591968600
Innovative Intl Acquisition Corp Cl A,IOAC,1641306600
Forte Biosciences Inc,FBRX,1492090200
CNH Industrial N.V.,CNHI,1380547800
Sprott Focus Trust,FUND,581779800
Pimco Muni Income Fund III,PMX,1035901800
Bioaffinity Technologies Inc,BIAF,1662039000
L3Harris Technologies Inc,LHX,378657000
Portage Fintech Acquisition Corp,PFTA,1632749400
Toyota Motor Corp Ltd Ord ADR,TM,322151400
Angion Biomedica Corp,ANGN,1612535400
Inmune Bio Inc,INMB,1549290600
Vinco Ventures Inc,BBIG,1525354200
Axa Equitable Holdings Inc,EQH,1525959000
Elevation Oncology Inc,ELEV,1624627800
Pono Capital Two Inc Cl A,PTWO,1664199000
Mizuho Financial Group ADR,MFG,1162996200
Resmed Inc,RMD,802099800
Humacyte Inc,HUMA,1606833000
Parker-Hannifin Corp,PH,322151400
Starwood Property Trust,STWD,1250083800
Frp Holdings Inc,FRPH,520695000
Kayne Anderson Midstream Energy Fund,KMF,1290609000
Aethlon Medical,AEMD,920557800
Agrofresh Solutions,AGFS,1416493800
Heartland Express,HTLD,531585000
Brainstorm Cell,BCLI,1065533400
Viridian Therapeutics Inc,VRDN,1403098200
Biodesix Inc,BDSX,1603891800
Edap Tms Sa ADR,EDAP,870442200
